code,target,interest,maturity,payment,status,id,income,age,scaleofcompany,education,marriage,workingtime,estate,houseloan,car,carloan,creditscore,application,pastsuccess,pastdefault,creditcertificate,creditreport,identitycertificate,jobcertificate,incomecertificate,estatecertificate,carcertificate,marriagecertificate,educertificate,techcertificate,mobilecertificate,weibocertificate
7938,46700 ,0.13 ,36,1578 ,0,771593,2000-5000,51,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7939,50700 ,0.12 ,18,3093 ,0,771594,above 50000,45,10-100,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7940,30400 ,0.12 ,18,1854 ,0,771595,5000-10000,37,10-100,highschool,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7941,24600 ,0.13 ,36,831 ,0,771597,5000-10000,34,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7942,77800 ,0.13 ,36,2630 ,0,771598,5000-10000,26,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7943,52900 ,0.13 ,36,1788 ,0,771599,5000-10000,38,less10,master,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7944,30000 ,0.18 ,12,2748 ,1,771242,2000-5000,22,--,highschool,married,1-3 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7945,93400 ,0.13 ,36,3157 ,0,771600,20000-50000,39,less10,junior college,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7946,101500 ,0.12 ,18,6192 ,0,771601,20000-50000,43,10-100,highschool,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7947,25400 ,0.12 ,18,1549 ,0,771603,5000-10000,29,10-100,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7948,50000 ,0.15 ,24,2420 ,,771529,2000-5000,26,10-100,highschool,married,1-3 years,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7949,12000 ,0.11 ,6,2064 ,1,681582,2000-5000,27,100-500,undergraduate,single,1-3 years,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7950,60000 ,0.15 ,18,3744 ,1,771498,5000-10000,27,10-100,undergraduate,married,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7951,30000 ,0.24 ,12,2838 ,1,757711,5000-10000,31,10-100,highschool,married,3-5 years,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7952,3000 ,0.10 ,3,1017 ,1,770872,10000-20000,29,10-100,junior college,married,1-3 years,1,1,0,0,80,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
7953,200000 ,0.10 ,3,67800 ,,358242,2000-5000,32,100-500,master,married,1-3 years,1,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7954,55300 ,0.13 ,24,2621 ,0,771620,5000-10000,29,less10,undergraduate,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7955,46700 ,0.13 ,36,1578 ,0,771621,5000-10000,35,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7956,77800 ,0.13 ,36,2630 ,0,771623,10000-20000,27,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7957,63400 ,0.12 ,18,3867 ,0,771624,10000-20000,46,less10,junior college,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7958,73600 ,0.12 ,18,4490 ,0,771625,10000-20000,49,10-100,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7959,43100 ,0.13 ,36,1457 ,0,771626,10000-20000,30,less10,undergraduate,single,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7960,62200 ,0.13 ,36,2102 ,0,771627,5000-10000,28,less10,junior college,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7961,88800 ,0.12 ,18,5417 ,0,771628,20000-50000,26,10-100,junior college,single,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7962,51700 ,0.13 ,36,1747 ,0,771629,5000-10000,43,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7963,25400 ,0.12 ,18,1549 ,0,771630,2000-5000,41,10-100,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7964,45700 ,0.12 ,18,2788 ,0,771631,5000-10000,50,10-100,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7965,38100 ,0.12 ,18,2324 ,0,771632,2000-5000,44,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7966,30000 ,0.15 ,24,1452 ,1,771607,2000-5000,30,less10,undergraduate,married,1-3 years,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7967,100000 ,0.15 ,12,9020 ,,771541,--,31,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7968,30000 ,0.15 ,24,1452 ,1,771378,5000-10000,36,10-100,junior college,married,1-3 years,1,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7969,50000 ,0.15 ,24,2420 ,1,398790,20000-50000,28,10-100,junior college,single,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7970,8000 ,0.16 ,12,726 ,,771584,2000-5000,25,above500,highschool,single,above 5 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7971,80000 ,0.15 ,12,7216 ,1,716450,2000-5000,24,10-100,undergraduate,single,1-3 years,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7972,10000 ,0.12 ,3,3400 ,1,57773,20000-50000,30,less10,undergraduate,single,1-3 years,0,0,0,0,115,14,8,0,0,1,1,1,1,0,0,0,0,0,0,1
7973,300000 ,0.11 ,6,51600 ,1,764940,20000-50000,33,10-100,highschool,married,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7974,50000 ,0.15 ,24,2420 ,1,745480,10000-20000,28,10-100,highschool,single,1-3 years,0,0,0,0,20,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7975,50000 ,0.15 ,18,3120 ,,674698,10000-20000,34,less10,junior college,married,1-3 years,1,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7976,60000 ,0.18 ,3,20604 ,1,748763,above 50000,31,10-100,undergraduate,married,3-5 years,1,1,0,1,20,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7977,62200 ,0.13 ,36,2102 ,0,771654,5000-10000,30,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7978,93400 ,0.13 ,36,3157 ,0,771655,20000-50000,51,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7979,27600 ,0.13 ,24,1308 ,0,771656,5000-10000,30,less10,junior college,divorced,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7980,93400 ,0.13 ,36,3157 ,0,771657,5000-10000,31,10-100,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7981,24600 ,0.13 ,36,831 ,0,771658,5000-10000,37,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7982,93400 ,0.13 ,36,3157 ,0,771659,10000-20000,23,less10,undergraduate,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7983,77800 ,0.13 ,36,2630 ,0,771660,5000-10000,32,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7984,101500 ,0.12 ,18,6192 ,0,771661,10000-20000,38,10-100,undergraduate,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7985,76100 ,0.12 ,18,4642 ,0,771662,20000-50000,42,less10,junior college,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7986,46700 ,0.13 ,36,1578 ,0,771663,2000-5000,47,less10,junior college,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7987,63400 ,0.12 ,18,3867 ,0,771664,20000-50000,28,less10,highschool,single,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7988,27600 ,0.13 ,24,1308 ,0,771665,2000-5000,33,less10,junior college,divorced,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7989,20000 ,0.10 ,3,6780 ,,771583,2000-5000,22,less10,junior college,single,1-3 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990,46700 ,0.13 ,36,1578 ,0,771666,5000-10000,33,less10,highschool,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7991,27600 ,0.13 ,24,1308 ,0,771667,5000-10000,29,less10,junior college,single,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7992,77800 ,0.13 ,36,2630 ,0,771669,5000-10000,37,less10,undergraduate,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7993,25400 ,0.12 ,18,1549 ,0,771670,5000-10000,27,10-100,junior college,single,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7994,46700 ,0.13 ,36,1578 ,0,771671,5000-10000,33,less10,junior college,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7995,27600 ,0.13 ,24,1308 ,0,771672,5000-10000,28,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7996,27600 ,0.13 ,24,1308 ,0,771674,5000-10000,23,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7997,10000 ,0.10 ,3,3390 ,,771643,10000-20000,26,10-100,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,27600 ,0.13 ,24,1308 ,0,771675,5000-10000,28,less10,undergraduate,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
7999,50000 ,0.20 ,24,2540 ,1,511218,2000-5000,27,above500,highschool,single,3-5 years,0,0,0,0,20,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,7000 ,0.13 ,6,1211 ,0,766634,5000-10000,30,above500,junior college,married,above 5 years,1,0,0,0,80,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8001,5000 ,0.15 ,6,870 ,1,109882,2000-5000,23,100-500,highschool,single,1-3 years,0,0,0,0,20,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8002,60000 ,0.15 ,12,5412 ,1,771569,20000-50000,28,10-100,junior college,married,1-3 years,1,0,0,1,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8003,100000 ,0.15 ,24,4840 ,1,771424,5000-10000,26,above500,undergraduate,single,1-3 years,0,0,0,0,30,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8004,5000 ,0.10 ,3,1695 ,1,771677,10000-20000,27,10-100,highschool,married,3-5 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8005,80000 ,0.15 ,24,3872 ,,771678,--,26,--,highschool,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,200000 ,0.20 ,18,12960 ,,771673,10000-20000,32,less10,junior college,married,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8007,30000 ,0.15 ,24,1452 ,1,181447,2000-5000,22,less10,highschool,single,below 1 year,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,100000 ,0.15 ,24,4840 ,1,758812,5000-10000,35,10-100,highschool,married,below 1 year,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,60000 ,0.18 ,3,20604 ,1,748763,above 50000,31,10-100,undergraduate,married,3-5 years,1,1,0,1,20,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8010,5000 ,0.16 ,6,873 ,1,109882,2000-5000,23,100-500,highschool,single,1-3 years,0,0,0,0,20,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8011,100000 ,0.10 ,3,33900 ,1,771689,above 50000,25,less10,junior college,single,1-3 years,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,50000 ,0.12 ,9,5840 ,,771686,5000-10000,40,--,highschool,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,100000 ,0.15 ,24,4840 ,1,758812,5000-10000,35,10-100,highschool,married,below 1 year,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8014,41500 ,0.13 ,24,1967 ,0,771708,5000-10000,25,less10,junior college,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8015,36900 ,0.13 ,36,1247 ,0,771709,5000-10000,49,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8016,54500 ,0.13 ,36,1842 ,0,771710,2000-5000,53,less10,highschool,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8017,62200 ,0.13 ,36,2102 ,0,771711,5000-10000,56,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8018,93400 ,0.13 ,36,3157 ,0,771712,10000-20000,25,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8019,46700 ,0.13 ,36,1578 ,0,771713,20000-50000,44,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8020,76100 ,0.12 ,18,4642 ,0,771714,10000-20000,49,less10,undergraduate,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8021,77800 ,0.13 ,36,2630 ,0,771715,10000-20000,28,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8022,66000 ,0.12 ,18,4026 ,0,771716,5000-10000,43,less10,undergraduate,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8023,27600 ,0.13 ,24,1308 ,0,771717,5000-10000,38,less10,highschool,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8024,50000 ,0.15 ,24,2420 ,1,756237,2000-5000,35,10-100,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025,27600 ,0.13 ,24,1308 ,0,771718,2000-5000,26,less10,junior college,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8026,36900 ,0.13 ,36,1247 ,0,771719,10000-20000,51,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8027,124500 ,0.13 ,36,4208 ,0,771720,5000-10000,39,less10,highschool,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8028,52500 ,0.13 ,24,2489 ,0,771721,2000-5000,44,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8029,41500 ,0.13 ,24,1967 ,0,771722,10000-20000,33,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8030,54500 ,0.12 ,18,3325 ,0,771723,5000-10000,52,10-100,junior college,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8031,76100 ,0.12 ,18,4642 ,0,771724,20000-50000,49,10-100,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8032,88800 ,0.12 ,18,5417 ,0,771725,above 50000,42,less10,highschool,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8033,27600 ,0.13 ,24,1308 ,0,771727,5000-10000,48,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8034,63400 ,0.12 ,18,3867 ,0,771728,10000-20000,29,less10,junior college,married,below 1 year,1,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8035,38100 ,0.12 ,18,2324 ,0,771729,10000-20000,32,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8036,27600 ,0.13 ,24,1308 ,0,771730,5000-10000,37,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8037,46700 ,0.13 ,36,1578 ,0,771731,5000-10000,51,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8038,93400 ,0.13 ,36,3157 ,0,771732,5000-10000,37,less10,highschool,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8039,38100 ,0.12 ,18,2324 ,0,771733,2000-5000,44,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8040,93400 ,0.13 ,36,3157 ,0,771734,2000-5000,43,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8041,38100 ,0.12 ,18,2324 ,0,771735,2000-5000,38,less10,undergraduate,divorced,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8042,27600 ,0.13 ,24,1308 ,0,771736,2000-5000,43,less10,undergraduate,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8043,50700 ,0.12 ,18,3093 ,0,771737,20000-50000,44,10-100,undergraduate,married,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8044,50700 ,0.12 ,18,3093 ,0,771738,20000-50000,33,less10,junior college,divorced,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8045,46700 ,0.13 ,36,1578 ,0,771739,5000-10000,38,10-100,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8046,62200 ,0.13 ,36,2102 ,0,771740,10000-20000,47,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8047,46700 ,0.13 ,36,1578 ,0,771741,5000-10000,25,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8048,77800 ,0.13 ,36,2630 ,0,771742,10000-20000,44,10-100,junior college,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8049,88800 ,0.12 ,18,5417 ,0,771743,10000-20000,49,10-100,highschool,married,below 1 year,1,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8050,38100 ,0.12 ,18,2324 ,0,771744,2000-5000,29,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8051,41500 ,0.13 ,24,1967 ,0,771745,5000-10000,42,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8052,27600 ,0.13 ,24,1308 ,0,771746,5000-10000,30,less10,junior college,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8053,45000 ,0.12 ,9,5256 ,1,769715,5000-10000,27,--,junior college,married,1-3 years,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8054,50700 ,0.12 ,18,3093 ,0,771750,10000-20000,41,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8055,54500 ,0.13 ,36,1842 ,0,771751,2000-5000,39,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8056,38100 ,0.12 ,18,2324 ,0,771752,2000-5000,49,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8057,48400 ,0.13 ,24,2294 ,0,771753,2000-5000,36,less10,junior college,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8058,77800 ,0.13 ,36,2630 ,0,771754,5000-10000,27,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8059,77800 ,0.13 ,36,2630 ,0,771755,10000-20000,35,10-100,junior college,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8060,25800 ,0.13 ,36,872 ,0,771756,2000-5000,32,less10,undergraduate,single,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8061,27600 ,0.13 ,24,1308 ,0,771757,5000-10000,26,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8062,150000 ,0.15 ,12,13530 ,1,771695,10000-20000,25,10-100,junior college,single,1-3 years,1,1,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8063,80000 ,0.15 ,12,7216 ,1,187722,5000-10000,33,less10,highschool,married,above 5 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,80000 ,0.15 ,24,3872 ,1,764107,5000-10000,27,above500,highschool,single,below 1 year,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8065,93400 ,0.13 ,36,3157 ,0,771769,20000-50000,38,less10,highschool,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8066,25400 ,0.12 ,18,1549 ,0,771771,5000-10000,23,less10,junior college,married,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8067,40000 ,0.15 ,24,1936 ,,771760,--,29,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8068,36900 ,0.13 ,36,1247 ,0,771772,2000-5000,32,less10,undergraduate,single,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8069,50700 ,0.12 ,18,3093 ,0,771773,above 50000,50,less10,junior college,divorced,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8070,77800 ,0.13 ,36,2630 ,0,771774,2000-5000,26,less10,junior college,single,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8071,62200 ,0.13 ,36,2102 ,0,771775,5000-10000,31,less10,master,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8072,50700 ,0.12 ,18,3093 ,0,771776,10000-20000,51,less10,highschool,married,below 1 year,1,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8073,46700 ,0.13 ,36,1578 ,0,771777,5000-10000,32,less10,undergraduate,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8074,27600 ,0.13 ,24,1308 ,0,771778,5000-10000,27,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8075,38100 ,0.12 ,18,2324 ,0,771779,5000-10000,26,10-100,junior college,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8076,76100 ,0.12 ,18,4642 ,0,771780,20000-50000,50,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8077,38100 ,0.12 ,18,2324 ,0,771781,2000-5000,31,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8078,46700 ,0.13 ,36,1578 ,0,771782,5000-10000,34,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8079,77800 ,0.13 ,36,2630 ,0,771783,5000-10000,33,less10,highschool,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8080,93400 ,0.13 ,36,3157 ,0,771784,10000-20000,28,less10,junior college,married,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
8081,10000 ,0.15 ,12,902 ,,771759,above 50000,22,above500,junior college,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8082,5000 ,0.15 ,12,451 ,,771764,--,28,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8083,150000 ,0.15 ,24,7260 ,1,696787,5000-10000,23,10-100,undergraduate,single,1-3 years,0,0,0,0,20,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8084,500000 ,0.15 ,3,170900 ,,568176,--,24,--,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8085,70000 ,0.15 ,24,3388 ,1,771789,5000-10000,25,above500,undergraduate,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8086,50000 ,0.15 ,24,2420 ,1,756945,5000-10000,22,above500,highschool,single,1-3 years,0,0,0,0,80,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0
8087,30000 ,0.10 ,3,10170 ,1,764677,2000-5000,27,less10,undergraduate,single,1-3 years,1,0,0,0,80,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0
8088,200000 ,0.16 ,24,9800 ,1,768384,5000-10000,26,less10,undergraduate,single,below 1 year,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8089,200000 ,0.15 ,24,9680 ,,771699,10000-20000,34,above500,junior college,married,above 5 years,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,30000 ,0.12 ,9,3504 ,1,665051,2000-5000,27,10-100,junior college,married,1-3 years,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8091,60000 ,0.15 ,12,5412 ,,771498,5000-10000,27,10-100,undergraduate,married,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8092,3000 ,0.12 ,9,350 ,1,688659,2000-5000,27,less10,highschool,single,3-5 years,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
