code,target,interest,maturity,payment,status,id,income,age,scaleofcompany,education,marriage,workingtime,estate,houseloan,car,carloan,creditscore,application,pastsuccess,pastdefault,creditcertificate,creditreport,identitycertificate,jobcertificate,incomecertificate,estatecertificate,carcertificate,marriagecertificate,educertificate,techcertificate,mobilecertificate,weibocertificate
1,3000 ,0.10 ,3,1017 ,1,312204,2000-5000,29,10-100,junior college,single,1-3 years,0,0,0,0,89,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0
2,6000 ,0.11 ,6,1032 ,0,745957,2000-5000,30,10-100,undergraduate,single,3-5 years,1,0,0,0,80,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
3,50000 ,0.15 ,24,2420 ,1,745962,5000-10000,27,10-100,highschool,single,below 1 year,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10000 ,0.20 ,24,508 ,1,745972,2000-5000,23,above500,undergraduate,single,1-3 years,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5000 ,0.20 ,9,603 ,1,548855,2000-5000,26,less10,highschool,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,50000 ,0.13 ,6,8650 ,1,745965,5000-10000,26,less10,highschool,divorced,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,100000 ,0.15 ,24,4840 ,1,701386,--,28,--,highschool,single,--,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15000 ,0.10 ,3,5085 ,1,745978,2000-5000,23,10-100,highschool,single,3-5 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20000 ,0.15 ,12,1804 ,1,709452,2000-5000,32,10-100,junior college,married,above 5 years,0,0,0,0,20,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,100000 ,0.15 ,12,9020 ,1,741477,5000-10000,41,10-100,junior college,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6000 ,0.11 ,6,1032 ,1,232377,2000-5000,36,10-100,junior college,divorced,3-5 years,1,0,0,0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,400000 ,0.15 ,12,36080 ,1,745983,--,33,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,35000 ,0.15 ,24,1694 ,1,745976,2000-5000,24,above500,junior college,single,below 1 year,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18000 ,0.24 ,24,950 ,1,388493,5000-10000,29,less10,undergraduate,single,1-3 years,1,0,0,0,27,16,0,0,0,1,1,0,0,1,0,0,1,0,0,0
15,30000 ,0.24 ,24,1584 ,1,504466,5000-10000,30,10-100,junior college,married,above 5 years,1,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,130000 ,0.15 ,24,6292 ,1,537885,5000-10000,31,above500,junior college,married,above 5 years,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,50000 ,0.15 ,24,2420 ,1,745990,--,27,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,100000 ,0.15 ,24,4840 ,1,745994,above 50000,26,less10,junior college,single,3-5 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5000 ,0.15 ,12,451 ,1,735820,2000-5000,33,--,junior college,married,above 5 years,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,3500 ,0.15 ,12,316 ,1,746004,--,22,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,150000 ,0.15 ,12,13530 ,1,744578,10000-20000,24,less10,master,single,3-5 years,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3000 ,0.15 ,12,271 ,1,700300,2000-5000,24,100-500,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,30000 ,0.13 ,9,3516 ,1,30379,2000-5000,27,less10,junior college,married,3-5 years,1,1,0,1,124,19,11,3,0,1,1,1,1,1,0,0,1,0,0,0
24,10000 ,0.15 ,12,902 ,1,746018,10000-20000,30,less10,highschool,married,1-3 years,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,50000 ,0.15 ,24,2420 ,1,745226,2000-5000,36,above500,highschool,married,above 5 years,1,0,0,0,80,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0
26,60000 ,0.15 ,12,5412 ,1,740138,--,36,--,junior college,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,30000 ,0.15 ,24,1452 ,1,739694,5000-10000,29,100-500,highschool,divorced,3-5 years,1,1,0,0,20,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28,15000 ,0.15 ,6,2610 ,0,739856,above 50000,32,10-100,junior college,married,1-3 years,1,0,0,0,90,2,1,0,0,1,1,1,1,1,0,0,0,0,0,0
29,20000 ,0.15 ,24,968 ,1,690964,1001-2000,24,10-100,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3000 ,0.20 ,3,1034 ,1,732432,5000-10000,26,--,highschool,divorced,1-3 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,30000 ,0.15 ,24,1452 ,1,740454,5000-10000,28,above500,undergraduate,single,below 1 year,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30000 ,0.15 ,12,2706 ,1,746045,--,29,--,highschool,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,20000 ,0.15 ,24,968 ,1,745322,2000-5000,24,100-500,highschool,married,3-5 years,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5000 ,0.12 ,9,584 ,1,746071,2000-5000,48,--,junior college,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,8000 ,0.15 ,6,1392 ,0,724660,2000-5000,34,100-500,junior college,married,above 5 years,1,0,0,0,90,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
36,30000 ,0.18 ,6,5268 ,1,275518,20000-50000,25,10-100,junior college,single,1-3 years,1,1,0,1,20,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
37,100000 ,0.12 ,6,17260 ,1,665292,2000-5000,30,10-100,undergraduate,married,1-3 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,30000 ,0.15 ,12,2706 ,1,746091,2000-5000,32,above500,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,20000 ,0.15 ,24,968 ,1,746099,--,24,--,junior college,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,30000 ,0.15 ,12,2706 ,1,746087,--,26,--,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,30000 ,0.12 ,9,3504 ,1,148768,5000-10000,50,10-100,highschool,married,1-3 years,1,1,0,0,114,11,5,0,0,1,1,1,1,1,0,0,0,0,0,0
42,16000 ,0.15 ,12,1443 ,1,746118,5000-10000,23,10-100,junior college,single,below 1 year,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,100000 ,0.15 ,12,9020 ,1,746120,5000-10000,35,less10,highschool,married,above 5 years,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,60000 ,0.12 ,18,3660 ,0,746137,10000-20000,38,10-100,junior college,divorced,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
45,10000 ,0.11 ,6,1720 ,1,737544,5000-10000,28,above500,master,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,40000 ,0.15 ,24,1936 ,1,297999,2000-5000,25,10-100,highschool,married,above 5 years,1,0,0,0,20,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0
47,10000 ,0.11 ,6,1720 ,1,530473,2000-5000,27,10-100,highschool,married,1-3 years,0,0,0,0,30,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
48,10000 ,0.10 ,3,3390 ,0,746150,20000-50000,25,--,undergraduate,married,3-5 years,0,0,0,0,80,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
49,220000 ,0.12 ,18,13420 ,0,746165,10000-20000,39,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
50,100000 ,0.12 ,18,6100 ,0,746162,20000-50000,38,10-100,undergraduate,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
51,80000 ,0.11 ,12,7072 ,0,746163,10000-20000,40,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
52,120000 ,0.11 ,12,10608 ,0,746160,10000-20000,37,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
53,120000 ,0.12 ,18,7320 ,0,746161,10000-20000,44,10-100,undergraduate,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
54,80000 ,0.11 ,12,7072 ,0,746166,20000-50000,26,10-100,junior college,single,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
55,200000 ,0.12 ,18,12200 ,0,746164,20000-50000,41,10-100,junior college,married,1-3 years,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
56,5000 ,0.20 ,6,883 ,1,125372,2000-5000,23,10-100,undergraduate,single,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,10000 ,0.18 ,12,916 ,1,69514,2000-5000,25,10-100,junior college,married,1-3 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,100000 ,0.15 ,24,4840 ,1,746143,--,41,--,junior college,divorced,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,30000 ,0.15 ,12,2706 ,1,746147,10000-20000,38,10-100,highschool,married,3-5 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8000 ,0.10 ,3,2712 ,0,65737,5000-10000,35,above500,undergraduate,married,above 5 years,1,0,0,0,130,24,21,2,0,1,1,1,1,0,0,0,1,0,0,0
61,30000 ,0.10 ,3,10170 ,1,141939,above 50000,39,10-100,undergraduate,married,1-3 years,1,0,0,0,113,4,3,0,0,1,1,1,1,1,0,0,0,0,0,0
62,8000 ,0.12 ,6,1381 ,1,704922,5000-10000,50,--,junior college,married,1-3 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,10000 ,0.10 ,3,3390 ,1,746173,--,24,--,undergraduate,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4000 ,0.11 ,6,688 ,1,746178,5000-10000,26,10-100,junior college,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,30000 ,0.15 ,24,1452 ,1,729482,2000-5000,34,10-100,undergraduate,divorced,below 1 year,1,0,0,0,20,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,30000 ,0.15 ,24,1452 ,1,745627,2000-5000,27,100-500,junior college,married,3-5 years,1,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,200000 ,0.15 ,24,9680 ,1,746156,10000-20000,31,10-100,undergraduate,single,3-5 years,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,50000 ,0.12 ,9,5840 ,1,746190,5000-10000,35,less10,highschool,married,1-3 years,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,90000 ,0.15 ,24,4356 ,1,745643,2000-5000,41,10-100,junior college,divorced,1-3 years,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,15000 ,0.11 ,6,2580 ,1,723364,5000-10000,25,10-100,junior college,married,1-3 years,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,50000 ,0.15 ,24,2420 ,1,744316,2000-5000,32,100-500,highschool,married,above 5 years,1,0,0,0,95,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
72,350000 ,0.15 ,18,21840 ,1,746217,--,24,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,10000 ,0.15 ,12,902 ,1,746125,2000-5000,42,10-100,junior college,married,above 5 years,0,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
74,62200 ,0.13 ,36,2102 ,0,746258,5000-10000,32,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
75,46700 ,0.13 ,36,1578 ,0,746260,2000-5000,36,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
76,93400 ,0.13 ,36,3157 ,0,746261,2000-5000,41,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
77,41500 ,0.13 ,24,1967 ,0,746262,5000-10000,26,less10,junior college,married,below 1 year,0,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
78,62200 ,0.13 ,36,2102 ,0,746263,2000-5000,21,less10,junior college,single,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
79,27600 ,0.13 ,24,1308 ,0,746264,2000-5000,22,less10,junior college,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
80,62200 ,0.13 ,36,2102 ,0,746265,5000-10000,57,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
81,120500 ,0.13 ,36,4073 ,0,746267,2000-5000,48,less10,undergraduate,divorced,below 1 year,0,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
82,62200 ,0.13 ,36,2102 ,0,746268,2000-5000,32,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
83,61500 ,0.13 ,36,2079 ,0,746269,5000-10000,46,less10,highschool,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
84,27600 ,0.13 ,24,1308 ,0,746270,2000-5000,27,less10,highschool,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
85,62200 ,0.13 ,36,2102 ,0,746271,5000-10000,40,less10,junior college,divorced,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
86,10000 ,0.15 ,18,624 ,1,461158,2000-5000,28,above500,highschool,married,1-3 years,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6000 ,0.20 ,9,724 ,1,125372,2000-5000,23,10-100,undergraduate,single,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,10000 ,0.15 ,12,902 ,1,746146,5000-10000,24,--,junior college,single,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,5000 ,0.10 ,3,1695 ,1,740058,5000-10000,25,10-100,junior college,married,1-3 years,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,20000 ,0.10 ,3,6780 ,1,701625,--,25,--,master,single,--,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,5000 ,0.22 ,3,1728 ,1,697883,5000-10000,25,less10,junior college,single,1-3 years,1,1,0,0,22,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1
92,10000 ,0.11 ,6,1720 ,1,264295,5000-10000,27,10-100,undergraduate,married,1-3 years,0,0,0,0,20,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
93,5000 ,0.15 ,12,451 ,1,746256,2000-5000,22,above500,junior college,single,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,40000 ,0.15 ,24,1936 ,1,507703,2000-5000,30,100-500,undergraduate,single,above 5 years,1,1,0,0,20,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0
95,20000 ,0.15 ,6,3480 ,1,719023,5000-10000,23,10-100,junior college,married,below 1 year,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,40000 ,0.15 ,24,1936 ,1,733321,2000-5000,51,above500,highschool,married,above 5 years,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,6000 ,0.20 ,6,1060 ,1,487095,5000-10000,23,10-100,highschool,single,below 1 year,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,100000 ,0.12 ,9,11680 ,1,738701,2000-5000,32,100-500,junior college,married,above 5 years,1,1,0,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,79900 ,0.12 ,18,4874 ,0,746368,10000-20000,36,less10,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
100,77400 ,0.12 ,18,4721 ,0,746369,5000-10000,50,less10,junior college,divorced,below 1 year,0,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
101,80000 ,0.18 ,24,4000 ,1,405935,20000-50000,32,100-500,junior college,single,above 5 years,0,0,0,1,20,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0
102,62200 ,0.13 ,36,2102 ,0,746371,5000-10000,37,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
103,15000 ,0.15 ,24,726 ,1,337900,5000-10000,36,10-100,junior college,married,above 5 years,0,0,0,0,30,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
104,30000 ,0.11 ,6,5160 ,1,715517,2000-5000,26,100-500,undergraduate,married,1-3 years,1,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,61500 ,0.13 ,36,2079 ,0,746394,5000-10000,28,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
106,400000 ,0.15 ,18,24960 ,1,746339,above 50000,43,10-100,highschool,married,1-3 years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,50000 ,0.15 ,12,4510 ,1,746331,5000-10000,27,less10,highschool,married,above 5 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,500000 ,0.15 ,12,45100 ,1,746328,20000-50000,36,less10,junior college,married,3-5 years,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,81200 ,0.13 ,36,2745 ,0,746424,5000-10000,35,less10,undergraduate,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
110,73800 ,0.13 ,36,2494 ,0,746426,2000-5000,27,less10,undergraduate,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
111,46700 ,0.13 ,36,1578 ,0,746428,5000-10000,45,less10,junior college,divorced,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
112,50000 ,0.15 ,24,2420 ,1,100256,2000-5000,24,10-100,highschool,married,3-5 years,1,0,0,0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,3000 ,0.12 ,9,350 ,1,746344,5000-10000,31,--,highschool,married,above 5 years,1,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,20000 ,0.15 ,12,1804 ,1,746381,2000-5000,27,less10,highschool,married,below 1 year,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,30000 ,0.15 ,24,1452 ,1,729482,2000-5000,34,10-100,undergraduate,divorced,below 1 year,1,0,0,0,20,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,30000 ,0.12 ,9,3504 ,1,745763,5000-10000,39,less10,junior college,married,1-3 years,1,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,10000 ,0.11 ,6,1720 ,1,746418,--,25,--,--,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,100000 ,0.15 ,24,4840 ,1,745994,above 50000,26,less10,junior college,single,3-5 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,50000 ,0.15 ,24,2420 ,1,100256,2000-5000,24,10-100,highschool,married,3-5 years,1,0,0,0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,27600 ,0.13 ,24,1308 ,0,746481,5000-10000,28,less10,junior college,married,below 1 year,1,1,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
121,27600 ,0.13 ,24,1308 ,0,746482,2000-5000,28,less10,highschool,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
122,101500 ,0.12 ,18,6192 ,0,746483,above 50000,26,10-100,junior college,single,below 1 year,1,1,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
123,41900 ,0.12 ,18,2556 ,0,746485,10000-20000,36,10-100,junior college,married,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
124,124500 ,0.13 ,36,4208 ,0,746486,5000-10000,43,less10,junior college,married,below 1 year,1,1,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
125,100000 ,0.11 ,6,17200 ,1,736795,10000-20000,22,10-100,junior college,single,1-3 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,300000 ,0.15 ,24,14520 ,1,746469,5000-10000,32,10-100,highschool,married,below 1 year,1,0,0,0,20,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
127,5000 ,0.10 ,3,1695 ,1,746472,2000-5000,29,10-100,highschool,single,1-3 years,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,50000 ,0.15 ,24,2420 ,1,317201,10000-20000,39,above500,master,married,1-3 years,1,0,0,0,20,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0
129,5000 ,0.15 ,24,242 ,1,697956,5000-10000,26,10-100,junior college,single,1-3 years,1,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,10000 ,0.15 ,18,624 ,1,739318,2000-5000,26,10-100,highschool,single,below 1 year,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
131,10000 ,0.15 ,18,624 ,1,693145,1001-2000,23,10-100,highschool,single,3-5 years,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,150000 ,0.15 ,12,13530 ,0,146013,above 50000,44,10-100,undergraduate,married,3-5 years,1,0,0,0,107,3,3,0,0,1,1,1,1,1,0,0,0,0,0,0
133,5000 ,0.15 ,12,451 ,1,705935,5000-10000,25,--,junior college,single,1-3 years,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134,10000 ,0.11 ,6,1720 ,1,746461,2000-5000,34,above500,highschool,married,3-5 years,1,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,150000 ,0.15 ,12,13530 ,1,713728,20000-50000,27,less10,highschool,married,below 1 year,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3000 ,0.16 ,6,524 ,1,668292,2000-5000,30,10-100,highschool,married,below 1 year,0,0,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
137,10000 ,0.20 ,12,926 ,1,735558,2000-5000,24,--,undergraduate,single,above 5 years,0,0,0,0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,77800 ,0.13 ,36,2630 ,0,746575,2000-5000,29,less10,junior college,divorced,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
139,93400 ,0.13 ,36,3157 ,0,746577,5000-10000,24,less10,junior college,married,below 1 year,1,0,1,1,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
140,55300 ,0.13 ,24,2621 ,0,746579,5000-10000,26,less10,junior college,single,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
141,101500 ,0.12 ,18,6192 ,0,746582,10000-20000,51,less10,undergraduate,married,below 1 year,1,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
142,101500 ,0.12 ,18,6192 ,0,746583,10000-20000,41,less10,junior college,divorced,below 1 year,0,0,0,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
143,88800 ,0.12 ,18,5417 ,0,746584,20000-50000,47,less10,junior college,divorced,below 1 year,1,0,1,0,145,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
144,50000 ,0.15 ,24,2420 ,1,100256,2000-5000,24,10-100,highschool,married,3-5 years,1,0,0,0,20,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,40000 ,0.15 ,12,3608 ,1,742629,20000-50000,31,--,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146,10000 ,0.15 ,12,902 ,1,746599,5000-10000,24,--,highschool,divorced,below 1 year,0,0,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147,10000 ,0.20 ,3,3446 ,1,746477,10000-20000,27,100-500,undergraduate,married,1-3 years,1,0,0,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,10000 ,0.15 ,12,902 ,1,746615,--,29,--,highschool,single,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,50000 ,0.20 ,12,4630 ,1,678729,2000-5000,28,above500,highschool,married,below 1 year,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,3000 ,0.11 ,6,516 ,1,746646,5000-10000,23,10-100,junior college,single,below 1 year,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,30000 ,0.10 ,3,10170 ,0,736060,above 50000,36,10-100,junior college,married,above 5 years,0,0,0,0,80,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
152,50000 ,0.20 ,24,2540 ,1,723814,2000-5000,33,10-100,undergraduate,married,1-3 years,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,4000 ,0.15 ,12,361 ,1,746679,5000-10000,22,10-100,highschool,single,1-3 years,0,0,0,0,20,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
154,30000 ,0.15 ,12,2706 ,1,669759,10000-20000,29,10-100,junior college,single,below 1 year,0,0,0,0,35,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0
155,10000 ,0.12 ,9,1168 ,1,746696,--,29,--,highschool,married,--,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,5000 ,0.12 ,9,584 ,1,746521,2000-5000,26,above500,junior college,single,below 1 year,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,300000 ,0.15 ,12,27060 ,1,705669,5000-10000,28,--,undergraduate,single,1-3 years,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,12000 ,0.15 ,12,1082 ,0,721031,5000-10000,23,10-100,junior college,single,above 5 years,0,0,0,0,80,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0
